"geneID","alz","scz","autism"
"ADRA2A",0.416507126297802,0.0203957580961287,0.466461023548618
"ADRA2B",0.647766544716433,0.643662635469809,0.5439958574716
"ADRB1",0.741030200384557,0.236383257666603,0.421039939858019
"ADRB2",0.948306703474373,0.683118987362832,0.120497098658234
"GRK2",0.349373515928164,0.938230400439352,0.668499765917659
"AP2A2",0.230278120143339,0.222848986741155,0.202057840768248
"AEBP1",0.0105227732565254,0.655818482628092,0.907957867719233
"TLE5",0.317793804686517,0.839907536283135,0.593053531832993
"AGER",0.0125880781561136,0.462830662960187,0.0246170198079199
"JAG1",0.913742160657421,0.0520213621202856,0.87126889755018
"AGT",0.631718262797222,0.246762614697218,0.394692326197401
"AGTR1",0.523732840782031,0.239056882215664,0.000329955713823438
"AGTR2",0.663116546114907,0.174532460514456,0.0675769713707268
"NR0B1",0.566722531570122,0.939470063429326,0.582225531339645
"AHR",0.0513405490200967,0.561463603051379,0.549735009903088
"AHSG",0.55185800883919,0.336257449351251,0.147577134659514
"AIF1",0.500509028788656,0.13799704820849,0.387920263921842
"AKT1",0.542543735587969,0.296487794490531,0.899851354537532
"AKT2",0.648120373953134,0.168684623437002,0.418657066766173
"ALAD",0.977414218708873,0.918363817268983,0.455802909331396
"ALAS1",0.423694845288992,0.756989131914452,0.484004997881129
"ALB",0.2248320793733,0.361015822039917,0.093575491104275
"ABCD1",0.777879948262125,0.551374475238845,0.804417375475168
"ALDH1A1",0.688513082452118,0.0226571417879313,0.276934217195958
"ALDH2",0.625965020153672,0.901719129178673,0.504574048798531
"ALOX12",0.731778172776103,0.227977208560333,0.444323516450822
"ALOX5",0.671635041944683,0.423827118938789,0.72379412362352
"ALOX5AP",0.953861427959055,0.426549167837948,0.451465284451842
"ALOX15",0.251240216661245,0.80153870396316,0.289622815093026
"ALPI",0.667293213773519,0.246051714289933,0.139327720506117
"ALPP",0.941134015098214,0.780910091474652,0.297979548806325
"AMD1",0.409890737151727,0.393569946754724,0.496645268984139
"AMD1P2",0.786536502884701,0.764960336033255,0.537226735847071
"AMFR",0.454321271972731,0.778009267756715,0.675027913879603
"AMPH",0.709548278711736,0.522393363062292,0.128054431872442
"BIN1",0.456985897617415,0.186664477922022,0.459963700734079
"ANG",0.246553895995021,0.415140830678865,0.421740070451051
"ANGPT1",0.256054241443053,0.0554212301503867,0.471762280911207
"ANGPT2",0.559030293021351,0.597660278202966,0.787492254981771
"ANK1",0.396173773566261,0.756239623762667,0.421027374453843
"ANK3",0.304494230542332,0.032097952440381,0.100548344198614
"ANPEP",0.344295486109331,0.432947550201789,0.851456884527579
"SLC25A4",0.800599591806531,0.0733606186695397,0.246709299273789
"ANXA1",0.343761412426829,0.184029446681961,0.723065049387515
"ANXA5",0.981132411397994,0.774150560609996,0.71093098889105
"ANXA6",0.330765656195581,0.108654937474057,0.316902943653986
"AOC2",0.819714586483315,0.815976833924651,0.737347568152472
"APOF",0.587783861206844,0.83524910081178,0.780289398971945
"APBA1",0.660057689994574,0.851221875520423,0.207030095625669
"APBA2",0.152882252587005,0.42483558319509,0.0413455283269286
"APBB1",0.360597789287567,0.244504744652659,0.847768876934424
"APBB2",0.547549420734867,0.0885943197645247,0.813128526322544
"APC",0.0673907331656665,0.11398917529732,0.811450746608898
"APCS",0.59384819609113,0.60480354516767,0.319718434708193
"AIRE",0.106191740371287,0.986864745151252,0.685443785274401
"APEH",0.985188428778201,0.826562625588849,0.351955229183659
"APEX1",0.928059722064063,0.097860889043659,0.422447002725676
"BIRC3",0.0585475999396294,0.893196559511125,0.0850221656728536
"XIAP",0.494682757882401,0.67630441300571,0.465769806178287
"APLP1",0.292652463540435,0.374759304570034,0.76619709096849
"APLP2",0.666734710568562,0.91396666993387,0.113602567929775
"APOA1",0.733651069458574,0.383239047136158,0.229165031807497
"APOA2",0.570196368265897,0.0956990364938974,0.864078534767032
"APOA4",0.996998024638742,0.316735762869939,0.632279664743692
"APOB",0.246360325021669,0.951550512108952,0.73778181662783
"APOC1",0.0936000079382211,0.460259630344808,0.861474160803482
"APOC1P1",0.422451353864744,0.616834313375875,0.969008197309449
"APOC2",0.729086711071432,0.28740217583254,0.843804719857872
"APOC3",0.364540209295228,0.526197292841971,0.467272679787129
"APOC4",0.0767947474960238,0.404851984465495,0.0780667439103127
"APOD",0.218314490281045,0.922627761261538,0.518763728439808
"APOE",0.761471841018647,0.255683538969606,0.470375703880563
"APP",0.215632555773482,0.448151921154931,0.105946380179375
"APRT",0.547054104274139,0.982023428194225,0.788099130615592
"KLK3",0.222637833328918,0.120845251716673,0.687252536881715
"FAS",0.130136501509696,0.106510492740199,0.845204631797969
"FASLG",0.167474050773308,0.40002033743076,0.151961034396663
"AQP1",0.0405745124444366,0.673577656038105,0.120297502726316
"AQP4",0.817021824419498,0.53927824110724,0.347471147077158
"AQP9",0.725024898536503,0.581998542649671,0.981274325866252
"AR",0.448899757117033,0.543760454747826,0.615894836140797
"ARG1",0.155017929617316,0.368111555697396,0.0824977732263505
"ARG2",0.966144023928791,0.27456520148553,0.853634033352137
"RHOA",0.28942425083369,0.692428068490699,0.441571744158864
"ARNTL",0.147276488831267,0.276130855781958,0.878267076797783
"ARR3",0.691554604563862,0.556959478184581,0.35114337131381
"ARRB1",0.997133346740156,0.752463617594913,0.358497427310795
"ARRB2",0.178774734260514,0.438609468750656,0.563560803886503
"ARSA",0.403245235793293,0.441679129377007,0.71149279573001
"STS",0.395760020008311,0.10987103683874,0.578274867963046
"ARVCF",0.388282128842548,0.166054065572098,0.595830096164718
"ASAH1",0.567482057027519,0.269790256861597,0.94015844957903
"ASIP",0.796436891658232,0.906487392494455,0.731215951964259
"ASL",0.536143661476672,0.409433611435816,0.093825472984463
"ASPA",0.0529667702503502,0.187665444100276,0.819015215151012
"SERPINC1",0.788976149167866,0.845248908735812,0.205080223968253
"ZFHX3",0.604563075583428,0.861098909052089,0.126856862800196
"ATD",0.291885281912982,0.800150815863162,0.296321407426149
"ATF4",0.905550379306078,0.800311139086261,0.599166605155915
"ATHS",0.756364241475239,0.492403853917494,0.09863674454391
"ATIC",0.361043615732342,0.701235472923145,0.328062320826575
"ATM",0.105234701186419,0.194059906993061,0.16237226431258
"ATP12A",0.923642500070855,0.66595396050252,0.15762455179356
"ATP2B4",0.0737939805258065,0.378013794776052,0.811023363145068
"ATP4A",0.0366958358790725,0.940852080704644,0.831424382748082
"ATP5F1A",0.856578367529437,0.0529723193030804,0.963402228429914
"ALDH7A1",0.860872329678386,0.16076245252043,0.333048856351525
"ATP5F1B",0.0235332662705332,0.276237541111186,0.773720073979348
"ATP5MC1",0.520695302868262,0.653633618727326,0.240727938711643
"ATP5MC2",0.627833529841155,0.519164739409462,0.675164648331702
"ATP5PF",0.164393758401275,0.413952767616138,0.182824112707749
"ATP6V1B2",0.951319165062159,0.417290259385481,0.23634155606851
"ATP6V1E1",0.831372261280194,0.108562570298091,0.26318301144056
"ATP7A",0.589936305535957,0.770783287938684,0.0109641251619905
"ATP5PO",0.560477458871901,0.121142832096666,0.288882276508957
"ATP7B",0.99116090987809,0.832339607411996,0.927507234970108
"AVP",0.925070553086698,0.300554283894598,0.383888414828107
"AVPR2",0.286765383556485,0.203645444242284,0.957339821849018
"AZU1",0.868781469529495,0.390481254085898,0.116291631711647
"BACH1",0.35668283700943,0.090063082287088,0.466531036188826
"BACH1",0.0350969550199807,0.512277888366953,0.844425136921927
"BAG1",0.597493058303371,0.473533871583641,0.427881472045556
"BAK1",0.737225922523066,0.0611491140443832,0.427021292736754
"BAX",0.109071361366659,0.577508775750175,0.781435563927516
"BCHE",0.742906252620742,0.00353674707002938,0.942578968591988
"CCND1",0.912451716838405,0.382625005673617,0.611441700719297
"BCL2",0.688855930930004,0.671938836807385,0.77550718258135
"BCL2A1",0.803126100217924,0.503421693807468,0.488430675351992
"BCL2L2",0.320540496846661,0.760197573341429,0.436030812561512
"BCL3",0.741651524556801,0.942588295089081,0.00195265281945467
"BCL6",0.651659289374948,0.270017862319946,0.36094887368381
"BCR",0.588478204794228,0.355165570275858,0.193275712896138
"BCS1L",0.853449481539428,0.207927935756743,0.934768416918814
"BCYRN1",0.6205548227299,0.886940791504458,0.899285699240863
"BDKRB2",0.620738870464265,0.506483237491921,0.285228634718806
"BDNF",0.378760315012187,0.884352343622595,0.282883600099012
"CFB",0.336283671669662,0.943543302593753,0.37040603836067
"BGN",0.891402080655098,0.874042199226096,0.369716780027375
"BID",0.918367594247684,0.573221178958192,0.753452111734077
"BLM",0.33708762167953,0.460977669106796,0.202813355484977
"BLMH",0.487922000000253,0.0559266430791467,0.37181806191802
"BLVRA",0.598262543790042,0.416641006013379,0.534444659948349
"BNC1",0.0613354635424912,0.455520094605163,0.51153344172053
"BMI1",0.481389752356336,0.361834924668074,0.330844348762184
"BMP1",0.887472101021558,0.324444029014558,0.644274275749922
"BMP4",0.340563518228009,0.0868037820328027,0.990161408437416
"BMP6",0.58042249828577,0.0944690862670541,0.859126443043351
"BNIP3",0.529236206784844,0.637435639975592,0.146697561256588
"DST",0.0473961140960455,0.474236987298355,0.740617057541385
"BRCA1",0.737876376835629,0.157967241713777,0.341320072300732
"BRCA2",0.595098085002974,0.310557779157534,0.881711676483974
"BRS3",0.113280025077984,0.662086801137775,0.674280270701274
"BSG",0.344304882921278,0.970909122843295,0.320534776663408
"BST1",0.551283188397065,0.0722206879872829,0.0607082664500922
"BTK",0.583767340052873,0.786866924492642,0.331694234162569
"TSPO",0.737521334318444,0.758216527756304,0.852927227504551
"C1QBP",0.00555645464919508,0.389461176702753,0.226566344033927
"SERPING1",0.0691722163464874,0.494634265312925,0.531155530363321
"C1QA",0.467096244683489,0.302251658635214,0.734442742541432
"C1R",0.142472637351602,0.811168364482,0.926061570411548
"C2",0.0534833783749491,0.327266516862437,0.413070878945291
"C3",0.0999035844579339,0.780626026680693,0.29918439197354
"C3AR1",0.0935757267288864,0.303093262482435,0.80086751235649
"C4A",0.972736364463344,0.544925765600055,0.581398889189586
"C4A",0.375991777749732,0.202132735401392,0.379446130245924
"C4B",0.672908683074638,0.524244875414297,0.0150217229966074
"C4BPA",0.774620426585898,0.490100202849135,0.578247809316963
"C5",0.782074325717986,0.639571879990399,0.899123275652528
"C5AR1",0.518947943579406,0.512060444802046,0.810226130997762
"C9",0.884739590343088,0.207382997032255,0.633980483282357
"VPS51",0.795753198908642,0.805317516438663,0.563657205551863
"CFAP410",0.340066764038056,0.218048036796972,0.947606245754287
"CA2",0.0248676119372249,0.101074006641284,0.420459377579391
"CACNA1C",0.390200169058517,0.742936667287722,0.417882482754067
"DDR1",0.547766293166205,0.790868120733649,0.894757078262046
"SLC25A20",0.722685638582334,0.549276063917205,0.0583182799164206
"CAD",0.174424733500928,0.262992642819881,0.223079464165494
"CALB1",0.593825151212513,0.934260912239552,0.775963569525629
"CALB2",0.361882224678993,0.107841097284108,0.673639484448358
"CALCA",0.473301343852654,0.648457783972844,0.555999337229878
"CALCR",0.444399870932102,0.00519775180146098,0.541200397070497
"CALM1",0.199992353329435,0.360430823173374,0.37651608674787
"CALM2",0.251410652883351,0.696213668677956,0.0466073399875313
"CALM3",0.983355496777222,0.079747449606657,0.150382353691384
"CALR",0.529663084540516,0.428182614268735,0.22673006914556
"CAMK4",0.701591961318627,0.118391361087561,0.674606791930273
"CAMK2A",0.0224273998755962,0.809423264116049,0.58162109204568
"CAMP",0.47357625188306,0.025791441090405,0.990429970202968
"CAPG",0.296820814255625,0.752483889227733,0.999645573552698
"CAPN1",0.562489883275703,0.389701507985592,0.577676036627963
"CAPN2",0.377151648979634,0.360678968252614,0.691062022000551
"CAST",0.510109939845279,0.976361510111019,0.335719106253237
"CASP1",0.323143184650689,0.424469822784886,0.0209873891435564
"CASP2",0.0905723928008229,0.737453927984461,0.895387263968587
"CASP3",0.878699622582644,0.527073732810095,0.666370625607669
"CASP4",0.853182147722691,0.230041179573163,0.0276567956898361
"CASP6",0.0138757098466158,0.56634299387224,0.605672105681151
"CASP7",0.370760592166334,0.698712968965992,0.35072966828011
"CASP8",0.373446328332648,0.280110568506643,0.320909068221226
"CASP9",0.646497688954696,0.746833477867767,0.745468778302893
"CASR",0.824758959468454,0.611758096842095,0.494007040513679
"CAT",0.867378228576854,0.223339771619067,0.524440429871902
"CAV1",0.577981749782339,0.982996248872951,0.000894586555659771
"RUNX1",0.14733762294054,0.199916799087077,0.147209926275536
"RUNX1",0.452253525378183,0.516908992547542,0.821087901713327
"RUNX1T1",0.171062496257946,0.0506002504844218,0.418062199605629
"CBS",0.459445240208879,0.351602796465158,0.0656666606664658
"CCK",0.108546605100855,0.409786261618137,0.250766538083553
"CCKAR",0.527524802833796,0.9816924049519,0.188897092826664
"KRIT1",0.647550059016794,0.788135521579534,0.0162281424272805
"CCNC",0.588149892166257,0.558728307951242,0.802986007882282
"CCT",0.386735051637515,0.0412924573756754,0.325754752149805
"CD5L",0.47418016474694,0.367107670055702,0.0110585358925164
"CD8A",0.853898054920137,0.700537809636444,0.770041814539582
"CD14",0.866400399710983,0.0295991324819624,0.424193863524124
"CD19",0.3077751416713,0.832266682526097,0.579394812462851
"MS4A1",0.543383719399571,0.269367921631783,0.0556135927326977
"MS4A3",0.0652835019864142,0.276791859650984,0.377435255097225
"CD28",0.560649134917185,0.975432442035526,0.572162456577644
"CD80",0.107266675215214,0.293112910352647,0.38947839406319
"CD86",0.26683682994917,0.558528977911919,0.314915142720565
"CD33",0.597458274802193,0.0248064999468625,0.865278052864596
"CD36",0.0443189812358469,0.132040112046525,0.163764140335843
"SCARB1",0.28266512718983,0.674481075024232,0.542262283852324
"SCARB2",0.525753185385838,0.972542348084971,0.886231113923714
"CD38",0.538136680377647,0.907120095333084,0.726143046049401
"CD40",0.10587059869431,0.602886189008132,0.440166090382263
"CD40LG",0.887869940139353,0.310125118587166,0.742586767766625
"CD44",0.210304487030953,0.842236405937001,0.835655982373282
"CD47",0.157005578977987,0.75620754621923,0.110301836626604
"CD59",0.442090849159285,0.476031693164259,0.947634138865396
"CD63",0.217301017139107,0.768512755166739,0.921563992742449
"CD68",0.390475090127438,0.319075476378202,0.910362413851544
"CD69",0.785154205979779,0.920895805815235,0.151861045043916
"CD74",0.588656664127484,0.170987547840923,0.881897292099893
"CD81",0.860260846558958,0.772489079041407,0.72476262669079
"CDA",0.475009493064135,0.810527060646564,0.684085184941068
"CDK1",0.953988649183884,0.218268813798204,0.244113988243043
"CDC25B",0.522106925491244,0.410587211372331,0.136449884157628
"CDC25C",0.840338926995173,0.0272256357129663,0.426521151792258
"CDC42",0.0164684157352895,0.317573461448774,0.91510979551822
"CDH1",0.722435104427859,0.59561259788461,0.463999206433073
"CDH2",0.686702116392553,0.354333395371214,0.695793353719637
"CDH13",0.558680517831817,0.436114283744246,0.86646532220766
"CDK4",0.916089310543612,0.302678188309073,0.57715255394578
"CDK5",0.814032495487481,0.704808885697275,0.183560469653457
"CDK9",0.914200178813189,0.115442950977013,0.352546554524451
"CDKN1A",0.286119378870353,0.55022963671945,0.114705938380212
"CDKN1B",0.618389082839713,0.992549901362509,0.275798136834055
"CDKN2A",0.607378565939143,0.907907526241615,0.773143216501921
"CDKN2D",0.546964566456154,0.453297446947545,0.243748774752021
"CDR1",0.554528531618416,0.283574662171304,0.671715468168259
"CDR2",0.105339576257393,0.790892851538956,0.993482136633247
"CDSN",0.00995035120286047,0.62706411536783,0.694939607521519
"CEACAM5",0.181220842059702,0.0434166025370359,0.442791983718053
"CEBPB",0.734474721131846,0.637370749376714,0.216582918306813
"CEBPD",0.894274899736047,0.797027811175212,0.111896709771827
"CECR",0.645512135000899,0.554130123229697,0.0176207176409662
"CES1",0.539425445953384,0.7085553528741,0.452849707566202
"CETN1",0.934121435740963,0.665621468797326,0.68795560230501
"CETP",0.6538504678756,0.683584893587977,0.0866627763025463
"CFL1",0.9796813048888,0.607123175403103,0.764060496352613
"CFL2",0.0089649383444339,0.331925561185926,0.961669038981199
"CFTR",0.731377456104383,0.434475747169927,0.433242501225322
"CGA",0.084822810254991,0.214631523005664,0.323443592060357
"CGB3",0.851630185032263,0.846019237302244,0.784204517258331
"CHAT",0.77061111619696,0.467054647393525,0.615202411776409
"CHD1",0.6532838572748,0.915407866472378,0.195219379849732
"AKR1C4",0.527598861139268,0.858069692505524,0.421922320732847
"CHEK1",0.552028751932085,0.35712246154435,0.789327344391495
"CHGA",0.201062597101554,0.423741294071078,0.751383895985782
"CHGB",0.0495418391656131,0.902205546153709,0.904381765751168
"CHI3L1",0.469617013121024,0.229571229079738,0.871899551479146
"CHIT1",0.135052878875285,0.0404740059748292,0.243325078394264
"CHM",0.848173833452165,0.955225916346535,0.413969405693933
"CHN2",0.936705254483968,0.862460720119998,0.822500512003899
"CHRM1",0.324446120299399,0.928547139745206,0.890639512101188
"CHRM2",0.470400844002143,0.166076848981902,0.252840598346666
"CHRM3",0.615926145110279,0.45740800187923,0.433315830072388
"CHRNA2",0.266408082796261,0.991976406890899,0.250847537536174
"CHRNA3",0.0399926379323006,0.846648501697928,0.0100881967227906
"CHRNA4",0.755440469132736,0.689111575251445,0.914034947520122
"CHRNA7",0.598093287786469,0.68147627916187,0.740099942777306
"CHRNB2",0.280073445057496,0.726886621210724,0.844891688087955
"CKB",0.414101248374209,0.488766735419631,0.27296401374042
"CISH",0.792225223267451,0.339736866066232,0.817028703400865
"CLC",0.429265019018203,0.892890508985147,0.122946977149695
"CLCN3",0.659484212985262,0.725272975629196,0.885788980638608
"CLU",0.226610849378631,0.209111040225253,0.0259949783794582
"CLK1",0.79879138036631,0.958766706986353,0.346389982616529
"CLK2",0.272823673440143,0.252784724812955,0.847940530627966
"TPP1",0.905657598981634,0.623582892585546,0.436918121995404
"CLN3",0.383925527101383,0.616679982515052,0.295094095636159
"CLN5",0.910359848989174,0.98984139598906,0.426402262412012
"CLPTM1",0.254098022123799,0.112088300287724,0.0922583150677383
"CCR3",0.740939879091457,0.89370218780823,0.0846875854767859
"CCR5",0.246014152653515,0.353388306219131,0.221746749477461
"CCR6",0.00426151929423213,0.645592214772478,0.734011394204572
"ACKR2",0.162644443567842,0.0262540290132165,0.395959164947271
"ABCC2",0.956216670107096,0.234114358201623,0.773072235053405
"CNP",0.550954334437847,0.3893753872253,0.640376939903945
"CNR1",0.275392475770786,0.137478565564379,0.19412594824098
"CNR2",0.923824087716639,0.738252225099131,0.180281326407567
"CNTF",0.547397319925949,0.316952913999557,0.875676867552102
"CNTFR",0.307578278239816,0.856387886451557,0.156995713477954
"CNTN1",0.565424837870523,0.847699983976781,0.990821248618886
"COL3A1",0.380689434707165,0.170274084899575,0.605709291761741
"COL4A4",0.127861830638722,0.989336581900716,0.94091678597033
"COL11A1",0.466727417893708,0.0615117712877691,0.694805596023798
"COL11A2",0.460212699603289,0.0927969007752836,0.373463247669861
"COL12A1",0.740155840991065,0.83151189959608,0.798209545668215
"COL17A1",0.0768189146183431,0.990940463263541,0.0164632620289922
"COMT",0.781434359028935,0.936654866905883,0.620060954010114
"SLC31A1",0.196010813815519,0.309309992473572,0.299697416136041
"COX6B1",0.00406934483908117,0.999646407319233,0.741216679103673
"COX8A",0.041947070043534,0.783088095253333,0.32305619912222
"COX10",0.736296499148011,0.338557945098728,0.327374034095556
"COX15",0.0819454451557249,0.530193662038073,0.275037230458111
"CP",0.320781418820843,0.335461674723774,0.900550936115906
"CPB1",0.0472346269525588,0.317491615191102,0.216867021284997
"CPE",0.89166221045889,0.147479243343696,0.692985786357895
"CPN1",0.288890494732186,0.319156603654847,0.273094101576135
"CPOX",0.613271750044078,0.259748678887263,0.948420764645562
"CPS1",0.438026102492586,0.451919687446207,0.655287645524368
"CPT1A",0.693062550621107,0.595605089794844,0.64902848447673
"CR1",0.159050991060212,0.509033853653818,0.625400204444304
"CR1L",0.908108399016783,0.694747662637383,0.363178423373029
"CREB1",0.646025585010648,0.983859637286514,0.359729547053576
"ATF2",0.557387934066355,0.752521815244108,0.671913087600842
"CREBBP",0.228536816779524,0.189838553778827,0.896133153466508
"CRH",0.0345934224314988,0.806255047442392,0.0664922799915075
"CRHBP",0.908277058741078,0.466973098460585,0.506934233708307
"CRHR1",0.638783683301881,0.694494457915425,0.00800259527750313
"CRHR1",0.861459569772705,0.0855057924054563,0.674912696005777
"CRK",0.699723634170368,0.228947904892266,0.169692483730614
"CRMP1",0.00245799566619098,0.872052168706432,0.474235546775162
"CRP",0.927495127543807,0.743126597255468,0.62060388782993
"CRYAB",0.5107389066834,0.919590047793463,0.51205838820897
"CRYZ",0.0386817413382232,0.724620963213965,0.482279083691537
"CS",0.940262291114777,0.893275408772752,0.0786576808895916
"MAPK14",0.487764890771359,0.099969221977517,0.948482849402353
"CSE1L",0.366437064250931,0.899501566775143,0.38670377410017
"CSF1",0.70635853195563,0.0972300032153726,0.834255388239399
"CSF1R",0.0750599356833845,0.677593466825783,0.898757296148688
"CSF2",0.742539132013917,0.332765214378014,0.11426880559884
"CSF2RB",0.633324155583978,0.191884987521917,0.601181910606101
"CSF3",0.790006371447816,0.664874973939732,0.708216889062896
"CSF3R",0.0214587119407952,0.619617706164718,0.582523399498314
"CSN2",0.556479336693883,0.302736705169082,0.533593752654269
"CSNK1D",0.651585449464619,0.590490326751024,0.900546571006998
"CSNK1E",0.333536833524704,0.275257335277274,0.268213448580354
"CSNK1G2",0.209390396019444,0.0972466662060469,0.847196697024629
"CSNK1G3",0.160458730068058,0.403189886361361,0.443781330017373
"CSNK2A1",0.446567017585039,0.242346982238814,0.191471216268837
"VCAN",0.193523818627,0.674820233136415,0.498677135678008
"CSPG4",0.690419952152297,0.285053312312812,0.831815203651786
"CST3",0.678236067760736,0.113260249374434,0.157821951666847
"CTBS",0.484459365718067,0.648460172815248,0.561691066483036
"CTBP1",0.516786290798336,0.294684509979561,0.531556698260829
"CTF1",0.999184944899753,0.850607813568786,0.755765919340774
"CCN2",0.331583072431386,0.622746671317145,0.973469496006146
"CTNNA2",0.202643187250942,0.684142203535885,0.803052258677781
"CTNS",0.280609064502642,0.451308466028422,0.798051164718345
"CTNNB1",0.456065127858892,0.25386598566547,0.988714867504314
"CTNND1",0.447508004726842,0.772666486445814,0.673145234119147
"CTNND2",0.514943658607081,0.307273610727862,0.00814029877074063
"CTRL",0.869412118569016,0.862384492531419,0.441878825891763
"CTSB",0.628366866149008,0.695582772837952,0.616577950306237
"CTSD",0.241002322407439,0.276368755614385,0.0914008424151689
"CTSG",0.30281714303419,0.698512475006282,0.482721790671349
"CTSK",0.355089381802827,0.891270311782137,0.939724045339972
"CTSL",0.565511647611856,0.346913563320413,0.892749313265085
"CTSS",0.17546242964454,0.234677453292534,0.87618400901556
"CTSZ",0.26267674099654,0.349367769435048,0.923402689164504
"CUX1",0.689151258673519,0.153854702599347,0.332862501265481
"CX3CR1",0.575418351916596,0.782102064462379,0.217362409923226
"CXADR",0.579952210420743,0.525608878117055,0.768502291059121
"CYBB",0.796359023777768,0.985043994849548,0.20258745807223
"CYLD",0.824585732771084,0.969998702639714,0.354115705238655
"CYP1A2",0.231210662284866,0.84155599004589,0.919943176442757
"CYP2B6",0.529902910813689,0.247229385189712,0.315398006234318
"CYP2C19",0.938932793447748,0.440142524661496,0.443734820000827
"CYP2C9",0.968498008558527,0.76342028263025,0.0660135347861797
"CYP2D7",0.138002532534301,0.85463520232588,0.424419018207118
"CYP2D6",0.532135505694896,0.279589922865853,0.285690721822903
"CYP2D6",0.147327277809381,0.809153082547709,0.160890818573534
"CYP2D6",0.557160832220688,0.769117868039757,0.0680393821094185
"CYP2J2",0.304580254713073,0.641411428805441,0.276935485890135
"CYP3A4",0.530614300630987,0.786686195759103,0.52148865442723
"CYP8B1",0.59040427650325,0.412048485130072,0.106795615982264
"CYP11A1",0.452434835024178,0.165880526648834,0.522913156077266
"CYP17A1",0.591308542061597,0.0708118807524443,0.991775841219351
"CYP19A1",0.617440075380728,0.933989657089114,0.774962194496766
"CYP26A1",0.856337701668963,0.321170632494614,0.7458431920968
"CYP27A1",0.201255521504208,0.933875709306449,0.646756151225418
"DAB1",0.351133884163573,0.363015805138275,0.327959250193089
"CD55",0.0513593624345958,0.838898191927001,0.812816042453051
"DGKQ",0.775940320920199,0.53016939247027,0.258533246582374
"DAO",0.171870904974639,0.552724849665537,0.278935931855813
"DAPK1",0.134349271422252,0.446795097319409,0.221215108409524
"DAXX",0.400782987708226,0.601394364144653,0.517325854860246
"DAXX",0.597456739284098,0.177979465574026,0.440630035940558
"DBH",0.306587260914966,0.641352928243577,0.0196008316706866
"DBI",0.0380097171291709,0.381878651445732,0.0748581998050213
"DBN1",0.445328291039914,0.889648300828412,0.527461521793157
"DCN",0.0906633252743632,0.317506531253457,0.137622432317585
"ACE",0.416396477026865,0.991220387164503,0.661061621736735
"DCX",0.850280301645398,0.125891806092113,0.858349408954382
"AKR1C2",0.825300202472135,0.430245097959414,0.381407435750589
"GADD45A",0.811150563182309,0.139005288714543,0.593533378792927
"DDIT3",0.73642587615177,0.27267809631303,0.687241398962215
"DMXL1",0.877902264008299,0.553759621223435,0.230113102821633
"DECR1",0.528063256992027,0.621549756499007,0.279545096447691
"DEFA1",0.80200286814943,0.0804789692629129,0.482701489469036
"DEFB4A",0.238247538916767,0.0711925725918263,0.765281711006537
"DEFB4A",0.0543714903760701,0.14746092655696,0.747312649851665
"DES",0.382953858235851,0.781079741893336,0.642740715993568
"CFD",0.518601662712172,0.592795240925625,0.346217517741024
"DHCR24",0.342823560815305,0.288596477359533,0.148189726984128
"DHFR",0.555495168082416,0.662228918867186,0.135759417666122
